game1home,game1away,game1isHome,game2home,game2away,game2isHome,game3home,game3away,game3isHome,game4home,game4away,game4isHome,game5home,game5away,game5isHome,home_team_id,gameHome,gameAway,home_scored_avg,home_conceded_avg,away_team_id,away_scored_avg,away_conceded_avg,total
0,4,0,2,6,0,2,5,0,2,1,1,2,5,0,1,3,4,2.5,2.125,28,2.9690721649484537,2.7216494845360826,7
4,3,0,1,3,0,0,3,1,3,1,0,2,3,0,23,5,1,2.4038461538461537,2.951923076923077,18,2.659340659340659,2.4065934065934065,6
7,3,0,1,2,0,2,4,0,3,6,0,3,4,0,9,4,3,3.05,2.3125,29,2.6582278481012658,3.1772151898734178,7
3,0,1,2,0,1,5,0,0,0,2,0,2,3,0,8,4,5,2.5517241379310347,2.6436781609195403,10,2.607594936708861,3.037974683544304,9
0,1,0,0,2,0,4,2,1,1,2,0,4,3,1,24,1,3,2.8941176470588235,2.9176470588235293,25,2.7974683544303796,2.8354430379746836,4
1,0,0,4,3,0,3,2,0,2,3,0,5,3,0,15,7,1,2.3908045977011496,2.793103448275862,17,3.1818181818181817,2.875,8
1,0,1,3,1,0,1,3,0,2,5,0,4,2,1,5,4,1,2.488372093023256,2.7790697674418605,1,2.125,2.5,5
2,4,0,4,7,1,3,1,1,4,3,0,2,1,0,14,3,0,2.90625,3.0416666666666665,7,2.953488372093023,2.8488372093023258,3
1,0,0,3,1,1,3,2,0,3,5,0,3,2,1,20,0,2,2.8734177215189876,3.0632911392405062,18,2.659340659340659,2.4065934065934065,2
2,1,0,5,4,0,2,5,0,1,2,1,0,2,0,19,3,2,2.848101265822785,2.9367088607594938,12,2.8205128205128207,2.9615384615384617,5
4,1,0,5,2,0,0,2,0,1,5,0,5,1,1,23,3,2,2.4038461538461537,2.951923076923077,30,2.5569620253164556,2.848101265822785,5
4,2,0,2,0,0,3,6,0,1,2,0,3,7,0,4,2,4,2.802197802197802,3.076923076923077,19,2.9367088607594938,2.848101265822785,6
3,1,0,2,1,0,6,5,0,0,2,1,1,2,0,6,2,4,2.3173076923076925,3.0865384615384617,28,2.9690721649484537,2.7216494845360826,6
3,4,1,4,1,0,1,5,0,2,0,0,4,1,0,13,4,2,2.8461538461538463,2.3846153846153846,2,2.8,3.2625,6
2,4,0,2,4,0,3,5,0,2,1,0,2,8,0,22,2,0,3.2625,2.3625,3,2.776470588235294,2.4235294117647057,2
2,5,0,3,1,0,3,4,0,5,7,0,2,4,0,16,4,5,2.7093023255813953,3.1511627906976742,21,2.7721518987341773,3.5443037974683542,9
5,3,0,3,1,1,1,2,0,3,4,1,3,1,1,26,1,0,2.411764705882353,2.7058823529411766,25,2.7974683544303796,2.8354430379746836,1
4,0,0,2,4,0,3,2,0,2,3,0,1,3,1,8,1,2,2.5517241379310347,2.6436781609195403,13,2.3846153846153846,2.8461538461538463,3
1,0,0,7,1,0,2,3,1,4,1,0,6,7,0,4,4,2,2.802197802197802,3.076923076923077,10,2.607594936708861,3.037974683544304,6
7,1,1,3,4,0,2,3,0,4,0,0,4,3,1,12,2,3,2.9615384615384617,2.8205128205128207,9,2.3125,3.05,5
2,7,0,2,4,0,3,0,0,2,3,0,5,6,0,29,4,1,3.1772151898734178,2.6582278481012658,17,3.1818181818181817,2.875,5
4,2,1,7,4,0,1,3,0,7,3,0,0,3,0,7,3,4,2.8488372093023258,2.953488372093023,14,3.0416666666666665,2.90625,7
0,5,0,3,4,1,0,3,0,4,1,0,3,1,0,2,0,3,3.2625,2.8,5,2.7790697674418605,2.488372093023256,3
4,1,0,1,3,0,6,5,0,1,2,0,1,2,1,16,3,2,2.7093023255813953,3.1511627906976742,24,2.9176470588235293,2.8941176470588235,5
3,5,1,1,4,0,2,5,0,2,3,0,3,1,0,8,5,1,2.5517241379310347,2.6436781609195403,4,3.076923076923077,2.802197802197802,6
2,3,0,4,3,0,1,2,1,2,1,0,4,2,0,18,1,3,2.4065934065934065,2.659340659340659,28,2.9690721649484537,2.7216494845360826,4
2,3,0,3,5,0,3,4,1,1,6,0,4,1,0,22,3,2,3.2625,2.3625,23,2.951923076923077,2.4038461538461537,5
0,1,0,1,5,0,5,1,0,1,2,0,3,1,1,26,0,3,2.411764705882353,2.7058823529411766,1,2.125,2.5,3
2,1,0,5,3,1,2,4,0,5,1,1,6,2,0,9,4,3,3.05,2.3125,13,2.3846153846153846,2.8461538461538463,7
4,5,0,5,4,0,5,4,0,1,5,0,5,0,1,7,4,2,2.8488372093023258,2.953488372093023,29,2.6582278481012658,3.1772151898734178,6
5,2,1,9,1,0,5,6,1,2,6,0,2,3,0,20,4,2,2.8734177215189876,3.0632911392405062,21,2.7721518987341773,3.5443037974683542,6
3,5,0,6,3,0,3,0,1,3,4,0,1,3,0,5,3,2,2.488372093023256,2.7790697674418605,2,2.8,3.2625,5
3,1,0,3,2,0,3,2,1,2,3,0,2,3,0,23,0,3,2.4038461538461537,2.951923076923077,19,2.9367088607594938,2.848101265822785,3
4,3,0,2,1,0,7,0,1,3,4,1,2,1,0,3,2,4,2.4235294117647057,2.776470588235294,10,2.607594936708861,3.037974683544304,6
1,4,0,3,4,0,1,3,1,2,3,0,4,3,0,6,1,2,2.3173076923076925,3.0865384615384617,8,2.6436781609195403,2.5517241379310347,3
1,3,0,5,4,0,2,1,1,4,3,0,1,3,0,25,3,5,2.8354430379746836,2.7974683544303796,26,2.7058823529411766,2.411764705882353,8
5,3,0,2,5,0,2,3,0,1,3,0,3,2,0,17,2,4,2.875,3.1818181818181817,28,2.9690721649484537,2.7216494845360826,6
3,2,0,1,2,0,2,1,0,4,3,0,2,5,0,12,3,0,2.9615384615384617,2.8205128205128207,16,3.1511627906976742,2.7093023255813953,3
3,4,0,6,1,0,4,1,0,4,1,0,4,3,0,18,5,3,2.4065934065934065,2.659340659340659,14,3.0416666666666665,2.90625,8
5,1,1,3,2,0,2,6,0,5,3,0,2,1,1,30,2,3,2.848101265822785,2.5569620253164556,24,2.9176470588235293,2.8941176470588235,5
1,2,0,1,2,0,0,1,0,2,4,0,0,5,0,22,2,1,3.2625,2.3625,15,2.793103448275862,2.3908045977011496,3
2,3,0,1,2,0,4,3,1,3,1,0,3,2,1,8,4,2,2.5517241379310347,2.6436781609195403,6,3.0865384615384617,2.3173076923076925,6
2,1,1,2,3,0,2,1,0,8,1,0,2,5,0,4,5,1,2.802197802197802,3.076923076923077,12,2.8205128205128207,2.9615384615384617,6
3,2,0,2,6,0,3,4,1,4,2,1,3,0,0,7,2,3,2.8488372093023258,2.953488372093023,13,2.3846153846153846,2.8461538461538463,5
1,5,1,2,3,0,3,1,0,3,2,0,4,3,1,21,1,3,3.5443037974683542,2.7721518987341773,22,2.3625,3.2625,4
4,2,0,2,3,0,3,1,0,1,4,0,1,2,0,2,2,3,3.2625,2.8,28,2.9690721649484537,2.7216494845360826,5
1,3,1,3,2,0,4,1,0,1,4,0,1,2,1,3,4,5,2.4235294117647057,2.776470588235294,9,2.3125,3.05,9
2,5,0,3,2,1,4,3,0,5,6,1,2,3,0,10,4,3,3.037974683544304,2.607594936708861,5,2.7790697674418605,2.488372093023256,7
0,2,0,1,0,1,4,1,1,3,2,0,6,0,0,20,3,1,2.8734177215189876,3.0632911392405062,19,2.9367088607594938,2.848101265822785,4
1,2,1,2,3,1,4,3,0,2,4,0,2,1,0,30,1,0,2.848101265822785,2.5569620253164556,17,3.1818181818181817,2.875,1
2,3,1,3,4,1,5,1,0,5,2,0,4,3,0,16,5,2,2.7093023255813953,3.1511627906976742,29,2.6582278481012658,3.1772151898734178,7
3,1,1,4,3,0,4,7,0,3,2,0,2,3,1,29,3,1,3.1772151898734178,2.6582278481012658,24,2.9176470588235293,2.8941176470588235,4
0,3,0,1,3,0,1,4,0,2,3,0,4,2,0,23,7,4,2.4038461538461537,2.951923076923077,15,2.793103448275862,2.3908045977011496,11
5,2,0,1,0,0,2,4,1,3,2,0,1,5,0,9,3,2,3.05,2.3125,10,2.607594936708861,3.037974683544304,5
3,1,0,4,1,1,4,5,0,4,1,0,2,3,0,18,3,0,2.4065934065934065,2.659340659340659,24,2.9176470588235293,2.8941176470588235,3
2,5,0,0,3,0,4,3,0,0,1,1,3,6,0,25,3,1,2.8354430379746836,2.7974683544303796,1,2.125,2.5,4
4,6,1,0,5,1,2,1,0,3,1,0,3,4,0,21,3,2,3.5443037974683542,2.7721518987341773,26,2.7058823529411766,2.411764705882353,5
3,4,0,0,1,0,0,5,1,2,1,1,2,7,0,22,4,2,3.2625,2.3625,19,2.9367088607594938,2.848101265822785,6
1,4,0,4,5,0,6,5,0,4,3,0,3,2,0,3,5,2,2.4235294117647057,2.776470588235294,28,2.9690721649484537,2.7216494845360826,7
1,5,0,2,4,1,3,4,0,2,6,1,1,5,1,12,4,2,2.9615384615384617,2.8205128205128207,14,3.0416666666666665,2.90625,6
6,3,1,4,1,1,2,3,0,2,3,1,2,5,0,16,5,4,2.7093023255813953,3.1511627906976742,18,2.659340659340659,2.4065934065934065,9
6,0,1,1,0,0,3,1,0,5,2,0,4,0,0,6,5,3,2.3173076923076925,3.0865384615384617,9,2.3125,3.05,8
2,1,0,3,2,0,0,1,0,3,4,1,4,2,1,17,1,2,2.875,3.1818181818181817,30,2.5569620253164556,2.848101265822785,3
2,5,0,0,4,0,2,5,0,7,6,0,1,2,1,15,5,4,2.3908045977011496,2.793103448275862,24,2.9176470588235293,2.8941176470588235,9
3,4,1,1,5,0,3,1,0,2,3,0,3,1,0,20,1,5,2.8734177215189876,3.0632911392405062,23,2.951923076923077,2.4038461538461537,6
1,3,0,4,2,1,3,2,0,1,4,1,4,3,0,1,3,5,2.5,2.125,10,2.607594936708861,3.037974683544304,8
5,3,0,3,6,0,2,5,1,2,7,0,4,3,1,7,2,3,2.8488372093023258,2.953488372093023,4,3.076923076923077,2.802197802197802,5
2,1,0,3,6,0,3,2,0,1,2,0,2,5,0,3,2,1,2.4235294117647057,2.776470588235294,24,2.9176470588235293,2.8941176470588235,3
5,4,0,2,1,0,5,4,1,2,3,0,4,2,1,17,1,4,2.875,3.1818181818181817,20,3.0632911392405062,2.8734177215189876,5
2,3,0,6,3,0,0,4,0,3,2,1,1,3,0,13,2,3,2.8461538461538463,2.3846153846153846,16,3.1511627906976742,2.7093023255813953,5
3,6,0,3,2,0,3,1,0,2,4,0,3,2,0,29,1,4,3.1772151898734178,2.6582278481012658,10,2.607594936708861,3.037974683544304,5
1,4,0,1,2,0,1,3,1,2,1,1,4,2,0,4,3,4,2.802197802197802,3.076923076923077,1,2.125,2.5,7
3,4,0,3,4,0,2,1,0,4,3,0,2,5,0,7,2,1,2.8488372093023258,2.953488372093023,20,3.0632911392405062,2.8734177215189876,3
1,7,1,3,2,0,2,3,0,1,5,0,1,4,0,9,1,2,3.05,2.3125,8,2.6436781609195403,2.5517241379310347,3
4,1,0,1,2,0,3,1,0,3,2,1,4,8,0,26,0,3,2.411764705882353,2.7058823529411766,22,2.3625,3.2625,3
2,0,0,0,1,0,6,3,0,2,0,0,4,3,1,14,5,4,2.90625,3.0416666666666665,16,3.1511627906976742,2.7093023255813953,9
1,4,0,2,4,0,3,4,0,0,6,0,4,3,0,12,1,5,2.9615384615384617,2.8205128205128207,15,2.793103448275862,2.3908045977011496,6
3,1,0,2,5,0,2,3,0,4,0,0,3,2,0,28,4,3,2.7216494845360826,2.9690721649484537,5,2.7790697674418605,2.488372093023256,7
0,4,0,0,5,0,1,4,1,2,3,0,1,5,0,30,5,1,2.848101265822785,2.5569620253164556,23,2.951923076923077,2.4038461538461537,6
3,4,1,3,2,0,0,3,0,0,5,0,4,2,1,25,7,6,2.8354430379746836,2.7974683544303796,21,2.7721518987341773,3.5443037974683542,13
4,0,1,1,2,0,4,2,0,5,4,1,0,4,0,17,5,0,2.875,3.1818181818181817,24,2.9176470588235293,2.8941176470588235,5
0,8,0,4,1,0,1,4,0,2,1,0,1,5,0,10,0,7,3.037974683544304,2.607594936708861,6,3.0865384615384617,2.3173076923076925,7
2,3,0,0,4,0,6,3,1,1,4,0,1,2,1,3,5,3,2.4235294117647057,2.776470588235294,8,2.6436781609195403,2.5517241379310347,8
1,2,0,2,3,1,2,3,0,1,2,1,3,0,0,2,5,3,3.2625,2.8,15,2.793103448275862,2.3908045977011496,8
3,2,0,0,1,1,4,2,0,3,2,0,2,5,0,9,2,3,3.05,2.3125,7,2.953488372093023,2.8488372093023258,5
1,3,1,0,2,0,2,3,0,3,2,1,3,0,0,19,3,2,2.848101265822785,2.9367088607594938,23,2.951923076923077,2.4038461538461537,5
1,2,0,0,1,0,3,6,0,3,4,0,1,2,0,4,9,2,2.802197802197802,3.076923076923077,29,2.6582278481012658,3.1772151898734178,11
4,3,1,1,2,1,6,0,1,3,2,0,3,2,1,13,3,4,2.8461538461538463,2.3846153846153846,14,3.0416666666666665,2.90625,7
5,6,0,2,5,0,3,0,0,1,2,0,1,4,1,12,2,5,2.9615384615384617,2.8205128205128207,25,2.7974683544303796,2.8354430379746836,7
1,3,0,3,2,0,1,0,0,3,4,0,1,2,0,26,2,3,2.411764705882353,2.7058823529411766,5,2.7790697674418605,2.488372093023256,5
2,3,0,2,6,0,3,2,1,2,1,0,1,2,1,28,3,4,2.7216494845360826,2.9690721649484537,18,2.659340659340659,2.4065934065934065,7
2,3,0,3,2,0,0,4,0,3,6,1,5,4,0,30,2,1,2.848101265822785,2.5569620253164556,19,2.9367088607594938,2.848101265822785,3
2,1,1,5,1,0,3,4,0,0,3,1,2,3,0,16,2,6,2.7093023255813953,3.1511627906976742,23,2.951923076923077,2.4038461538461537,8
1,9,1,6,5,0,0,4,0,3,2,0,5,1,0,21,1,2,3.5443037974683542,2.7721518987341773,20,3.0632911392405062,2.8734177215189876,3
5,2,1,6,3,0,2,4,0,6,3,0,5,0,0,6,6,2,2.3173076923076925,3.0865384615384617,2,2.8,3.2625,8
0,4,1,2,5,0,6,1,1,2,3,0,2,4,0,28,4,2,2.7216494845360826,2.9690721649484537,26,2.7058823529411766,2.411764705882353,6
1,4,0,2,6,0,5,3,0,1,4,0,3,4,1,8,1,3,2.5517241379310347,2.6436781609195403,22,2.3625,3.2625,4
4,5,0,4,5,1,3,1,1,2,4,0,3,0,0,17,5,2,2.875,3.1818181818181817,21,2.7721518987341773,3.5443037974683542,7
2,3,0,5,7,0,3,4,0,3,5,1,3,4,0,19,3,0,2.848101265822785,2.9367088607594938,16,3.1511627906976742,2.7093023255813953,3
3,2,0,1,3,1,3,0,1,4,3,0,5,2,0,20,0,3,2.8734177215189876,3.0632911392405062,30,2.5569620253164556,2.848101265822785,3
3,1,1,0,4,0,2,5,0,4,3,1,3,5,0,10,1,5,3.037974683544304,2.607594936708861,13,2.3846153846153846,2.8461538461538463,6
4,1,1,4,2,0,6,1,0,2,5,1,5,4,0,26,4,3,2.411764705882353,2.7058823529411766,18,2.659340659340659,2.4065934065934065,7
4,2,1,2,4,0,3,2,1,4,1,0,1,3,0,1,3,2,2.5,2.125,12,2.8205128205128207,2.9615384615384617,5
4,3,0,4,3,0,3,4,0,1,2,0,1,2,0,15,2,5,2.3908045977011496,2.793103448275862,25,2.7974683544303796,2.8354430379746836,7
2,3,0,0,3,0,1,4,0,5,4,1,1,4,1,24,2,4,2.8941176470588235,2.9176470588235293,18,2.659340659340659,2.4065934065934065,6
2,5,0,5,3,0,4,0,1,8,7,0,3,2,0,14,2,1,2.90625,3.0416666666666665,4,3.076923076923077,2.802197802197802,3
5,4,0,3,0,0,1,4,1,2,1,0,4,1,0,9,2,3,3.05,2.3125,3,2.776470588235294,2.4235294117647057,5
2,1,0,2,1,0,1,4,0,4,1,0,5,6,0,19,2,3,2.848101265822785,2.9367088607594938,10,2.607594936708861,3.037974683544304,5
4,3,0,2,5,1,2,5,0,1,4,0,3,4,1,29,3,6,3.1772151898734178,2.6582278481012658,16,3.1511627906976742,2.7093023255813953,9
1,5,0,3,5,0,3,4,0,2,5,0,3,4,1,21,4,3,3.5443037974683542,2.7721518987341773,2,2.8,3.2625,7
2,1,0,3,2,0,0,1,0,1,3,0,2,3,0,26,2,3,2.411764705882353,2.7058823529411766,23,2.951923076923077,2.4038461538461537,5
4,3,1,4,5,0,3,4,0,0,1,0,3,0,0,28,3,1,2.7216494845360826,2.9690721649484537,30,2.5569620253164556,2.848101265822785,4
3,2,0,2,3,0,4,7,0,2,3,0,3,2,0,6,6,3,2.3173076923076925,3.0865384615384617,22,2.3625,3.2625,9
6,4,1,1,3,0,4,2,1,2,7,0,1,3,0,16,4,1,2.7093023255813953,3.1511627906976742,20,3.0632911392405062,2.8734177215189876,5
0,3,0,2,3,0,2,5,0,4,3,0,3,2,0,5,3,1,2.488372093023256,2.7790697674418605,25,2.7974683544303796,2.8354430379746836,4
4,5,0,4,2,0,4,3,1,0,3,1,5,4,0,24,4,3,2.8941176470588235,2.9176470588235293,23,2.951923076923077,2.4038461538461537,7
3,2,0,2,1,1,6,2,1,3,1,0,4,5,0,17,3,0,2.875,3.1818181818181817,22,2.3625,3.2625,3
3,2,0,0,3,1,1,5,0,5,0,0,2,7,0,1,1,3,2.5,2.125,15,2.793103448275862,2.3908045977011496,4
3,4,1,3,2,0,2,1,1,1,4,0,5,3,0,3,5,1,2.4235294117647057,2.776470588235294,12,2.8205128205128207,2.9615384615384617,6
3,2,0,2,4,1,1,4,0,4,3,0,0,4,0,7,5,1,2.8488372093023258,2.953488372093023,9,2.3125,3.05,6
2,3,1,5,1,1,2,3,0,2,6,0,2,4,0,10,2,5,3.037974683544304,2.607594936708861,9,2.3125,3.05,7
1,9,1,6,5,0,0,4,0,3,2,0,5,1,0,21,3,4,3.5443037974683542,2.7721518987341773,20,3.0632911392405062,2.8734177215189876,7
2,5,0,2,1,0,1,0,0,3,1,0,3,4,0,19,3,0,2.848101265822785,2.9367088607594938,14,3.0416666666666665,2.90625,3
3,2,0,1,2,0,2,1,0,4,1,0,3,0,0,18,1,2,2.4065934065934065,2.659340659340659,8,2.6436781609195403,2.5517241379310347,3
1,2,0,6,7,0,2,3,0,4,3,0,0,6,0,6,6,2,2.3173076923076925,3.0865384615384617,7,2.953488372093023,2.8488372093023258,8
4,2,1,3,2,0,2,3,1,3,4,0,4,0,0,26,5,2,2.411764705882353,2.7058823529411766,30,2.5569620253164556,2.848101265822785,7
1,4,0,1,4,1,3,4,1,5,4,0,7,3,0,17,5,2,2.875,3.1818181818181817,25,2.7974683544303796,2.8354430379746836,7
0,3,1,4,1,1,2,3,0,4,5,0,1,3,0,12,5,3,2.9615384615384617,2.8205128205128207,5,2.7790697674418605,2.488372093023256,8
3,4,0,3,0,0,5,1,1,7,2,1,4,1,0,15,2,3,2.3908045977011496,2.793103448275862,1,2.125,2.5,5
0,5,0,5,0,0,2,3,1,2,5,0,2,4,1,13,2,3,2.8461538461538463,2.3846153846153846,4,3.076923076923077,2.802197802197802,5
2,4,0,2,5,0,2,1,0,2,5,0,4,3,0,23,4,1,2.4038461538461537,2.951923076923077,2,2.8,3.2625,5
1,5,0,3,2,0,6,2,1,2,1,0,1,2,0,24,2,3,2.8941176470588235,2.9176470588235293,30,2.5569620253164556,2.848101265822785,5
5,0,0,4,7,1,4,8,0,1,2,1,4,1,0,16,6,3,2.7093023255813953,3.1511627906976742,22,2.3625,3.2625,9
0,2,1,1,3,1,3,2,0,2,1,0,4,3,0,8,2,3,2.5517241379310347,2.6436781609195403,7,2.953488372093023,2.8488372093023258,5
4,2,0,1,5,0,3,2,1,1,8,1,4,3,0,12,3,5,2.9615384615384617,2.8205128205128207,4,3.076923076923077,2.802197802197802,8
4,3,0,1,4,0,6,3,0,1,4,0,2,3,1,18,3,1,2.4065934065934065,2.659340659340659,15,2.793103448275862,2.3908045977011496,4
6,4,1,6,2,1,0,2,0,3,4,0,2,4,0,2,2,4,3.2625,2.8,3,2.776470588235294,2.4235294117647057,6
4,1,1,6,1,0,4,1,0,3,0,1,5,1,0,6,4,3,2.3173076923076925,3.0865384615384617,1,2.125,2.5,7
3,4,1,2,3,0,1,3,0,10,3,0,3,5,1,19,2,1,2.848101265822785,2.9367088607594938,17,3.1818181818181817,2.875,3
2,4,0,4,2,0,3,6,0,3,2,0,5,1,0,5,6,3,2.488372093023256,2.7790697674418605,21,2.7721518987341773,3.5443037974683542,9
3,1,0,2,4,0,2,3,1,3,2,0,4,3,1,29,2,4,3.1772151898734178,2.6582278481012658,30,2.5569620253164556,2.848101265822785,6
4,2,0,3,4,0,2,1,0,3,0,0,4,1,0,25,0,6,2.8354430379746836,2.7974683544303796,13,2.3846153846153846,2.8461538461538463,6
2,1,0,2,1,0,5,2,1,3,2,0,3,4,0,20,1,3,2.8734177215189876,3.0632911392405062,9,2.3125,3.05,4
5,4,0,1,3,0,2,1,0,0,1,1,1,3,0,7,3,5,2.8488372093023258,2.953488372093023,1,2.125,2.5,8
6,2,0,1,2,0,4,3,1,3,0,0,3,2,0,23,1,5,2.4038461538461537,2.951923076923077,16,3.1511627906976742,2.7093023255813953,6
3,2,0,7,2,1,4,3,0,2,6,0,1,2,0,8,4,0,2.5517241379310347,2.6436781609195403,12,2.8205128205128207,2.9615384615384617,4
1,2,0,1,2,1,4,1,1,3,2,0,2,5,0,26,2,1,2.411764705882353,2.7058823529411766,24,2.9176470588235293,2.8941176470588235,3
4,3,0,3,5,0,3,5,0,4,1,1,0,4,0,2,4,3,3.2625,2.8,8,2.6436781609195403,2.5517241379310347,7
