game_id,season,date_time,home_team_id,1_scored,1_conceded,away_team_id,2_scored,2_conceded
2011030221,20112012,2012-04-29,4,3.141304347826087,3.108695652173913,1,2.6857142857142855,2.5142857142857142
2011030222,20112012,2012-05-01,4,3.141304347826087,3.108695652173913,1,2.6857142857142855,2.5142857142857142
2011030223,20112012,2012-05-03,1,2.6857142857142855,2.5142857142857142,4,3.141304347826087,3.108695652173913
2011030224,20112012,2012-05-06,1,2.6857142857142855,2.5142857142857142,4,3.141304347826087,3.108695652173913
2011030225,20112012,2012-05-08,4,3.141304347826087,3.108695652173913,1,2.6857142857142855,2.5142857142857142
2011030411,20112012,2012-05-31,1,2.6857142857142855,2.5142857142857142,26,2.3020833333333335,2.1458333333333335
2011030412,20112012,2012-06-03,1,2.6857142857142855,2.5142857142857142,26,2.3020833333333335,2.1458333333333335
2011030413,20112012,2012-06-05,26,2.3020833333333335,2.1458333333333335,1,2.6857142857142855,2.5142857142857142
2011030414,20112012,2012-06-07,26,2.3020833333333335,2.1458333333333335,1,2.6857142857142855,2.5142857142857142
2011030415,20112012,2012-06-10,1,2.6857142857142855,2.5142857142857142,26,2.3020833333333335,2.1458333333333335
2011030416,20112012,2012-06-12,26,2.3020833333333335,2.1458333333333335,1,2.6857142857142855,2.5142857142857142
2012030221,20122013,2013-05-16,6,2.642857142857143,2.3857142857142857,3,2.816666666666667,2.1166666666666667
2012030222,20122013,2013-05-19,6,2.642857142857143,2.3857142857142857,3,2.816666666666667,2.1166666666666667
2012030223,20122013,2013-05-21,3,2.816666666666667,2.1166666666666667,6,2.642857142857143,2.3857142857142857
2012030224,20122013,2013-05-23,3,2.816666666666667,2.1166666666666667,6,2.642857142857143,2.3857142857142857
2012030225,20122013,2013-05-25,6,2.642857142857143,2.3857142857142857,3,2.816666666666667,2.1166666666666667
2012030311,20122013,2013-06-02,5,3.0793650793650795,2.8412698412698414,6,2.642857142857143,2.3857142857142857
2012030312,20122013,2013-06-04,5,3.0793650793650795,2.8412698412698414,6,2.642857142857143,2.3857142857142857
2012030313,20122013,2013-06-06,6,2.642857142857143,2.3857142857142857,5,3.0793650793650795,2.8412698412698414
2012030314,20122013,2013-06-08,6,2.642857142857143,2.3857142857142857,5,3.0793650793650795,2.8412698412698414
2012030231,20122013,2013-05-16,16,2.63768115942029,2.449275362318841,17,2.6333333333333333,2.3333333333333335
2012030232,20122013,2013-05-18,16,2.63768115942029,2.449275362318841,17,2.6333333333333333,2.3333333333333335
2012030233,20122013,2013-05-20,17,2.6333333333333333,2.3333333333333335,16,2.63768115942029,2.449275362318841
2012030234,20122013,2013-05-24,17,2.6333333333333333,2.3333333333333335,16,2.63768115942029,2.449275362318841
2012030235,20122013,2013-05-26,16,2.63768115942029,2.449275362318841,17,2.6333333333333333,2.3333333333333335
2012030236,20122013,2013-05-28,17,2.6333333333333333,2.3333333333333335,16,2.63768115942029,2.449275362318841
2012030237,20122013,2013-05-30,16,2.63768115942029,2.449275362318841,17,2.6333333333333333,2.3333333333333335
2012030121,20122013,2013-05-02,8,2.8679245283018866,2.8679245283018866,9,2.6206896551724137,2.2413793103448274
2012030122,20122013,2013-05-03,8,2.8679245283018866,2.8679245283018866,9,2.6206896551724137,2.2413793103448274
2012030123,20122013,2013-05-05,9,2.6206896551724137,2.2413793103448274,8,2.8679245283018866,2.8679245283018866
2012030124,20122013,2013-05-07,9,2.6206896551724137,2.2413793103448274,8,2.8679245283018866,2.8679245283018866
2012030125,20122013,2013-05-09,8,2.8679245283018866,2.8679245283018866,9,2.6206896551724137,2.2413793103448274
2012030151,20122013,2013-05-01,16,2.63768115942029,2.449275362318841,30,2.627450980392157,2.5294117647058822
2012030152,20122013,2013-05-04,16,2.63768115942029,2.449275362318841,30,2.627450980392157,2.5294117647058822
2012030153,20122013,2013-05-05,30,2.627450980392157,2.5294117647058822,16,2.63768115942029,2.449275362318841
2012030154,20122013,2013-05-08,30,2.627450980392157,2.5294117647058822,16,2.63768115942029,2.449275362318841
2012030155,20122013,2013-05-10,16,2.63768115942029,2.449275362318841,30,2.627450980392157,2.5294117647058822
2012030181,20122013,2013-05-01,19,2.490566037735849,2.358490566037736,26,2.9047619047619047,1.9365079365079365
2012030182,20122013,2013-05-03,19,2.490566037735849,2.358490566037736,26,2.9047619047619047,1.9365079365079365
2012030183,20122013,2013-05-05,26,2.9047619047619047,1.9365079365079365,19,2.490566037735849,2.358490566037736
2012030184,20122013,2013-05-07,26,2.9047619047619047,1.9365079365079365,19,2.490566037735849,2.358490566037736
2012030185,20122013,2013-05-09,19,2.490566037735849,2.358490566037736,26,2.9047619047619047,1.9365079365079365
2012030186,20122013,2013-05-11,26,2.9047619047619047,1.9365079365079365,19,2.490566037735849,2.358490566037736
2011030161,20112012,2012-04-12,19,2.606741573033708,1.9887640449438202,28,2.880952380952381,2.4404761904761907
2011030162,20112012,2012-04-14,19,2.606741573033708,1.9887640449438202,28,2.880952380952381,2.4404761904761907
2011030163,20112012,2012-04-17,28,2.880952380952381,2.4404761904761907,19,2.606741573033708,1.9887640449438202
2011030164,20112012,2012-04-20,28,2.880952380952381,2.4404761904761907,19,2.606741573033708,1.9887640449438202
2011030165,20112012,2012-04-21,19,2.606741573033708,1.9887640449438202,28,2.880952380952381,2.4404761904761907
2011030181,20112012,2012-04-12,18,2.7471264367816093,2.5402298850574714,17,3.1882352941176473,2.2705882352941176
2011030182,20112012,2012-04-13,18,2.7471264367816093,2.5402298850574714,17,3.1882352941176473,2.2705882352941176
2011030183,20112012,2012-04-15,17,3.1882352941176473,2.2705882352941176,18,2.7471264367816093,2.5402298850574714
2011030184,20112012,2012-04-17,17,3.1882352941176473,2.2705882352941176,18,2.7471264367816093,2.5402298850574714
2011030185,20112012,2012-04-21,18,2.7471264367816093,2.5402298850574714,17,3.1882352941176473,2.2705882352941176
2012030161,20122013,2013-05-01,24,2.6037735849056602,2.660377358490566,17,2.6333333333333333,2.3333333333333335
2012030162,20122013,2013-05-03,24,2.6037735849056602,2.660377358490566,17,2.6333333333333333,2.3333333333333335
2012030163,20122013,2013-05-04,17,2.6333333333333333,2.3333333333333335,24,2.6037735849056602,2.660377358490566
2012030164,20122013,2013-05-07,17,2.6333333333333333,2.3333333333333335,24,2.6037735849056602,2.660377358490566
2012030165,20122013,2013-05-09,24,2.6037735849056602,2.660377358490566,17,2.6333333333333333,2.3333333333333335
2012030166,20122013,2013-05-11,17,2.6333333333333333,2.3333333333333335,24,2.6037735849056602,2.660377358490566
2012030167,20122013,2013-05-13,24,2.6037735849056602,2.660377358490566,17,2.6333333333333333,2.3333333333333335
2012030111,20122013,2013-05-01,5,3.0793650793650795,2.8412698412698414,2,2.9444444444444446,2.9814814814814814
