game_id,season,date_time,home_team_id,1_scored,1_agg,1_perc,away_team_id,2_scored,2_agg,2_perc
2011030221,20112012,2012-04-29,4,3.148936170212766,2.765957446808511,91.27272245711131,1,1.9487179487179487,2.5384615384615383,91.26749502163776
2011030222,20112012,2012-05-01,4,3.148936170212766,2.765957446808511,91.27272245711131,1,1.9487179487179487,2.5384615384615383,91.26749502163776
2011030223,20112012,2012-05-03,1,2.292682926829268,2.4634146341463414,89.83034907965563,4,3.0,2.840909090909091,91.05037399268156
2011030224,20112012,2012-05-06,1,2.292682926829268,2.4634146341463414,89.83034907965563,4,3.0,2.840909090909091,91.05037399268156
2011030225,20112012,2012-05-08,4,3.148936170212766,2.765957446808511,91.27272245711131,1,1.9487179487179487,2.5384615384615383,91.26749502163776
2011030411,20112012,2012-05-31,1,2.292682926829268,2.4634146341463414,89.83034907965563,26,2.6341463414634148,2.268292682926829,92.53700085292681
2011030412,20112012,2012-06-03,1,2.292682926829268,2.4634146341463414,89.83034907965563,26,2.6341463414634148,2.268292682926829,92.53700085292681
2011030413,20112012,2012-06-05,26,2.772727272727273,2.5454545454545454,90.51528409034573,1,1.9487179487179487,2.5384615384615383,91.26749502163776
2011030414,20112012,2012-06-07,26,2.772727272727273,2.5454545454545454,90.51528409034573,1,1.9487179487179487,2.5384615384615383,91.26749502163776
2011030415,20112012,2012-06-10,1,2.292682926829268,2.4634146341463414,89.83034907965563,26,2.6341463414634148,2.268292682926829,92.53700085292681
2011030416,20112012,2012-06-12,26,2.772727272727273,2.5454545454545454,90.51528409034573,1,1.9487179487179487,2.5384615384615383,91.26749502163776
2012030221,20122013,2013-05-16,6,3.1333333333333333,2.2222222222222223,92.42517046459605,3,2.5510204081632653,2.3469387755102042,92.4733369251398
2012030222,20122013,2013-05-19,6,3.1333333333333333,2.2222222222222223,92.42517046459605,3,2.5510204081632653,2.3469387755102042,92.4733369251398
2012030223,20122013,2013-05-21,3,2.7115384615384617,2.1346153846153846,91.8475815767881,6,3.2790697674418605,2.7209302325581395,90.67455297611313
2012030224,20122013,2013-05-23,3,2.7115384615384617,2.1346153846153846,91.8475815767881,6,3.2790697674418605,2.7209302325581395,90.67455297611313
2012030225,20122013,2013-05-25,6,3.1333333333333333,2.2222222222222223,92.42517046459605,3,2.5510204081632653,2.3469387755102042,92.4733369251398
2012030311,20122013,2013-06-02,5,3.6818181818181817,2.659090909090909,90.11355979352287,6,3.2790697674418605,2.7209302325581395,90.67455297611313
2012030312,20122013,2013-06-04,5,3.6818181818181817,2.659090909090909,90.11355979352287,6,3.2790697674418605,2.7209302325581395,90.67455297611313
2012030313,20122013,2013-06-06,6,3.1333333333333333,2.2222222222222223,92.42517046459605,5,3.3181818181818183,3.0454545454545454,89.08573367127632
2012030314,20122013,2013-06-08,6,3.1333333333333333,2.2222222222222223,92.42517046459605,5,3.3181818181818183,3.0454545454545454,89.08573367127632
2012030231,20122013,2013-05-16,16,3.227272727272727,2.7954545454545454,89.94651446661803,17,2.4761904761904763,2.9047619047619047,89.30879282849601
2012030232,20122013,2013-05-18,16,3.227272727272727,2.7954545454545454,89.94651446661803,17,2.4761904761904763,2.9047619047619047,89.30879282849601
2012030233,20122013,2013-05-20,17,3.4651162790697674,2.0697674418604652,92.21808027454075,16,2.6923076923076925,3.076923076923077,89.98833171236654
2012030234,20122013,2013-05-24,17,3.4651162790697674,2.0697674418604652,92.21808027454075,16,2.6923076923076925,3.076923076923077,89.98833171236654
2012030235,20122013,2013-05-26,16,3.227272727272727,2.7954545454545454,89.94651446661803,17,2.4761904761904763,2.9047619047619047,89.30879282849601
2012030236,20122013,2013-05-28,17,3.4651162790697674,2.0697674418604652,92.21808027454075,16,2.6923076923076925,3.076923076923077,89.98833171236654
2012030237,20122013,2013-05-30,16,3.227272727272727,2.7954545454545454,89.94651446661803,17,2.4761904761904763,2.9047619047619047,89.30879282849601
2012030121,20122013,2013-05-02,8,2.8048780487804876,2.707317073170732,91.23632147234349,9,3.1363636363636362,2.7045454545454546,91.88737710218962
2012030122,20122013,2013-05-03,8,2.8048780487804876,2.707317073170732,91.23632147234349,9,3.1363636363636362,2.7045454545454546,91.88737710218962
2012030123,20122013,2013-05-05,9,2.772727272727273,3.0,90.24091518959011,8,2.35,2.825,91.2996397027509
2012030124,20122013,2013-05-07,9,2.772727272727273,3.0,90.24091518959011,8,2.35,2.825,91.2996397027509
2012030125,20122013,2013-05-09,8,2.8048780487804876,2.707317073170732,91.23632147234349,9,3.1363636363636362,2.7045454545454546,91.88737710218962
2012030151,20122013,2013-05-01,16,3.227272727272727,2.7954545454545454,89.94651446661803,30,1.794871794871795,2.948717948717949,91.5945990248577
2012030152,20122013,2013-05-04,16,3.227272727272727,2.7954545454545454,89.94651446661803,30,1.794871794871795,2.948717948717949,91.5945990248577
2012030153,20122013,2013-05-05,30,2.4390243902439024,2.6341463414634148,90.89674129005694,16,2.6923076923076925,3.076923076923077,89.98833171236654
2012030154,20122013,2013-05-08,30,2.4390243902439024,2.6341463414634148,90.89674129005694,16,2.6923076923076925,3.076923076923077,89.98833171236654
2012030155,20122013,2013-05-10,16,3.227272727272727,2.7954545454545454,89.94651446661803,30,1.794871794871795,2.948717948717949,91.5945990248577
2012030181,20122013,2013-05-01,19,2.847826086956522,1.8478260869565217,93.35077991703635,26,2.391304347826087,2.1739130434782608,92.00274306872436
2012030182,20122013,2013-05-03,19,2.847826086956522,1.8478260869565217,93.35077991703635,26,2.391304347826087,2.1739130434782608,92.00274306872436
2012030183,20122013,2013-05-05,26,2.42,1.92,93.19219387263405,19,2.13953488372093,2.3488372093023258,92.21268175771138
2012030184,20122013,2013-05-07,26,2.42,1.92,93.19219387263405,19,2.13953488372093,2.3488372093023258,92.21268175771138
2012030185,20122013,2013-05-09,19,2.847826086956522,1.8478260869565217,93.35077991703635,26,2.391304347826087,2.1739130434782608,92.00274306872436
2012030186,20122013,2013-05-11,26,2.42,1.92,93.19219387263405,19,2.13953488372093,2.3488372093023258,92.21268175771138
2011030161,20112012,2012-04-12,19,2.951219512195122,2.5853658536585367,91.26307901254913,28,2.9361702127659575,2.9148936170212765,90.46680758038858
2011030162,20112012,2012-04-14,19,2.951219512195122,2.5853658536585367,91.26307901254913,28,2.9361702127659575,2.9148936170212765,90.46680758038858
2011030163,20112012,2012-04-17,28,3.0,2.54,91.00223378027066,19,2.9210526315789473,3.1315789473684212,88.86418929833859
2011030164,20112012,2012-04-20,28,3.0,2.54,91.00223378027066,19,2.9210526315789473,3.1315789473684212,88.86418929833859
2011030165,20112012,2012-04-21,19,2.951219512195122,2.5853658536585367,91.26307901254913,28,2.9361702127659575,2.9148936170212765,90.46680758038858
2011030181,20112012,2012-04-12,18,2.8085106382978724,2.3617021276595747,92.33863080108853,17,3.1666666666666665,2.642857142857143,91.45147527437447
2011030182,20112012,2012-04-13,18,2.8085106382978724,2.3617021276595747,92.33863080108853,17,3.1666666666666665,2.642857142857143,91.45147527437447
